15,"Algérie : « Après dix mois de contestation, la saison 2 du Hirak peut commencer »",?,01 janvier 2020 à 15h00,"Dans sa chronique, le cinéaste Karim Moussaoui revient sur la naissance d’un mouvement qui a « énormément évolué, et dans le bon sens ».",https://www.lemonde.fr/afrique/article/2020/01/01/algerie-apres-dix-mois-de-contestation-la-saison-2-du-hirak-peut-commencer_6024538_3212.html
16,"Après la fuite de Carlos Ghosn, critiques et interrogations au Japon",Philippe Mesmer,01 janvier 2020 à 14h40,"La presse s’en prend à l’ancien dirigeant de l’Alliance Renault-Nissan-Mitsubishi, dont le domicile tokyoïte fait l’objet d’une perquisition, jeudi.",https://www.lemonde.fr/international/article/2020/01/01/critiques-et-interrogations-au-japon-apres-la-fuite-au-liban-de-carlos-ghosn_6024537_3210.html
17,Vœux sur vœux,?,?,?,https://www.lemonde.fr/blog/uneanneeaulycee/2020/01/01/voeux-sur-voeux/
18,Bonne année 2020,?,?,?,https://www.lemonde.fr/blog/vidberg/2020/01/01/bonne-annee-2020/
19,Football : les cinq Africains les plus convoités du mercato d’hiver,Alexis Billebault,01 janvier 2020 à 13h06,"Des clubs anglais et français, notamment, s’intéressent aux joueurs du continent. Ils ont jusqu’à la fin du mois pour négocier et faire leurs choix.",https://www.lemonde.fr/afrique/article/2020/01/01/football-les-cinq-africains-les-plus-convoites-du-mercato-d-hiver_6024534_3212.html
20,« First Love » : un film de Takashi Miike qui fait drôlement peur,Mathieu Macheret,01 janvier 2020 à 13h00,"Le prolifique Takashi Miike revient avec un polar délirant, violent et hilarant à la fois, sur fond de guerre des gangs dans un Tokyo gangrené par l’appât du gain.",https://www.lemonde.fr/culture/article/2020/01/01/first-love-un-film-de-takashi-miike-qui-fait-drolement-peur_6024533_3246.html
21,"« Séjour dans les monts Fuchun », chronique filmée au fil de l’eau d’une Chine menacée de disparition",Jacques Mandelbaum,01 janvier 2020 à 12h00,"Le cinéaste autodidacte Gu Xiaogang s’inspire d’un tableau ancien pour évoquer, à travers le portrait d’une fratrie, son enfance modeste à Fuyang, dans le sud-ouest de la Chine.",https://www.lemonde.fr/culture/article/2020/01/01/sejour-dans-les-monts-fuchun-chronique-filmee-au-fil-de-l-eau-d-une-chine-menacee-de-disparition_6024532_3246.html
22,"En Algérie, le PDG de Cevital condamné mais libéré après huit mois passés en prison",Le Monde avec AFP,01 janvier 2020 à 11h37,"Issad Rebrab, le dirigeant de la plus importante entreprise privée du pays, était poursuivi pour infractions fiscales, bancaires et douanières.",https://www.lemonde.fr/afrique/article/2020/01/01/en-algerie-le-pdg-de-cevital-condamne-mais-libere-apres-huit-mois-passes-en-prison_6024531_3212.html
23,Le journaliste marocain Omar Radi en liberté provisoire après avoir été détenu pour un Tweet,Le Monde avec AFP,01 janvier 2020 à 10h52,"Le jeune homme avait été arrêté le 26 décembre pour un message posté en avril, dans lequel il fustigeait le verdict d’un magistrat contre des contestataires.",https://www.lemonde.fr/afrique/article/2020/01/01/au-maroc-liberte-provisoire-accordee-au-journaliste-omar-radi_6024529_3212.html
24,"Fins de mois : « On rogne sur tout, mais on mange bio »",?,01 janvier 2020 à 10h19,"Si l’argent ne fait pas le bonheur, en manquer est souvent mal vécu. Guillemette Faure ausculte la manière dont les Français gèrent leur budget, entre craquages et contraintes. Cette semaine, David, marié, deux enfants, en pleine décroissance.",https://www.lemonde.fr/m-perso/article/2020/01/01/fins-de-mois-on-rogne-sur-tout-mais-on-mange-bio_6024528_4497916.html
25,"Les roses de la Saint-Valentin, cadeau empoisonné pour la planète",Joséfa Lopez,01 janvier 2020 à 10h16,"vidéo   Offrir des roses le 14 février, c’est une tradition mais ce n’est pas une bonne idée. Elles sont souvent importées et contiennent des pesticides. A la ferme de Lescinquit, dans le Finistère, une horticultrice prône une production locale et de saison.",https://www.lemonde.fr/videos/video/2020/01/01/plan-b-dans-le-finistere-a-la-recherche-de-fleurs-plus-ethiques-et-ecologiques_6024527_1669088.html
26,"Dans « Ghost Tropic », le cinéaste Bas Devos met en scène l’errance de Khadija dans la nuit de Bruxelles",Mathieu Macheret,01 janvier 2020 à 10h00,"Pour son troisième long-métrage, le jeune réalisateur dresse de la ville un portrait atmosphérique.",https://www.lemonde.fr/culture/article/2020/01/01/dans-ghost-tropic-le-cineaste-bas-devos-met-en-scene-l-errance-de-khadija-dans-la-nuit-de-bruxelles_6024526_3246.html
27,"« Le Miracle du saint inconnu », un premier film burlesque sur le Maroc contemporain",Clarisse Fabre,01 janvier 2020 à 09h30,Le long-métrage d’Alaa Eddine Aljem suit les mésaventures d’un voleur (Younes Bouab) en quête de son butin. Une fable qui se veut une métaphore de l’état du pays.,https://www.lemonde.fr/culture/article/2020/01/01/le-miracle-du-saint-inconnu-un-premier-film-burlesque-sur-le-maroc-contemporain_6024524_3246.html
28,Helen Mirren et Ian McKellen toujours aussi talentueux dans un « Art du mensonge » pourtant bien décevant,Thomas Sotinel,01 janvier 2020 à 09h30,"Les deux acteurs déploient et gaspillent leur génie dramatique dans les entrelacs d’une intrigue trop compliquée, tissée par Bill Condon.",https://www.lemonde.fr/culture/article/2020/01/01/helen-mirren-et-ian-mckellen-toujours-aussi-talentueux-dans-un-art-du-mensonge-pourtant-bien-decevant_6024523_3246.html
29,"Florence Pugh, l’étoffe des tragédiennes au cinéma",Laurent Carpentier,01 janvier 2020 à 08h30,"Découverte en 2016 dans « The Young Lady », l’actrice britannique incarne Amy, la troisième des « Filles du docteur March ».",https://www.lemonde.fr/culture/article/2020/01/01/florence-pugh-l-etoffe-des-tragediennes-au-cinema_6024522_3246.html
30,Australie : évacuations massives et opérations de sauvetage face aux incendies,Le Monde avec AFP,01 janvier 2020 à 08h23,"Depuis lundi, huit personnes sont mortes à cause des feux. Dans la ville touristique côtière de Mallacoota, 4 000 personnes bloquées sur la plage ont pu être sauvées. Des villes entières sont évacuées avant un nouvel épisode de fortes chaleurs.",https://www.lemonde.fr/international/article/2020/01/01/australie-vastes-operations-de-sauvetage-pour-aider-les-milliers-de-personnes-prises-au-piege-par-les-incendies_6024521_3210.html
31,"Allocations, pensions, smic : quelles revalorisations en 2020 ?",Aurélie Blondel,01 janvier 2020 à 06h00,"Si certaines prestations progresseront comme l’inflation, d’autres seront quasiment gelées cette année.",https://www.lemonde.fr/economie/article/2020/01/01/allocations-pensions-smic-quelles-revalorisations-en-2020_6024520_3234.html
32,"Sylvie Brunel : « Non, l’époque de Gabriel Matzneff n’était pas complaisante ! »",?,01 janvier 2020 à 06h00,"La bienveillance dont a bénéficié l’écrivain pédophile dans les années 1980 n’est en rien le reflet d’une société et des années, estime l’écrivaine et géographe qui fustige, dans une tribune au « Monde », ceux qui réécrivent l’histoire.",https://www.lemonde.fr/idees/article/2020/01/01/sylvie-brunel-non-l-epoque-de-gabriel-matzneff-n-etait-pas-complaisante_6024519_3232.html
33,"Légion d’honneur : Jeanne Balibar, Gilbert Montagné et le Prix Nobel Gérard Mourou distingués",Le Monde avec AFP,01 janvier 2020 à 05h00,"Deux résistants, Pierre Simonet et Edgard Tupët-Thomé, tous deux compagnons de la Libération, sont élevés à la dignité de grand-croix, la plus haute dignité lors de la promotion du 1er janvier.",https://www.lemonde.fr/societe/article/2020/01/01/legion-d-honneur-jeanne-balibar-gilbert-montagne-et-le-prix-nobel-gerard-mourou-distingues_6024518_3224.html
34,La stratégie nord-coréenne de Donald Trump mise en échec,Gilles Paris,01 janvier 2020 à 03h23,"Le ton de défiance adopté mercredi par Kim Jong-un, qui a annoncé la fin d’un moratoire sur les essais nucléaires et balistiques, laisse peu d’espoir de réussite au président américain.",https://www.lemonde.fr/international/article/2020/01/01/la-strategie-nord-coreenne-de-donald-trump-mise-en-echec_6024517_3210.html
35,"En plein mouvement sur les retraites, la SNCF devient une société anonyme qui n’embauche plus au statut de cheminot",Le Monde avec AFP,01 janvier 2020 à 03h12,"Le groupe est devenu, au 1er janvier, une société anonyme à capitaux publics, en application de la réforme ferroviaire de 2018.",https://www.lemonde.fr/economie/article/2020/01/01/en-plein-mouvement-sur-les-retraites-la-sncf-devient-une-societe-anonyme-qui-n-embauche-plus-au-statut-de-cheminot_6024516_3234.html
36,Attaque de l’ambassade américaine à Bagdad : Trump menace l’Iran,Le Monde avec AFP,01 janvier 2020 à 01h30,"Washington a annoncé que les activités consulaires de l’ambassade étaient suspendues « jusqu’à nouvel ordre », conseillant aux ressortissants américains résidant en Irak de ne pas s’approcher du bâtiment.",https://www.lemonde.fr/international/article/2020/01/01/attaque-de-l-ambassade-americaine-a-bagdad-trump-menace-l-iran-et-envoie-des-troupes-supplementaires-dans-le-golfe_6024515_3210.html
37,Assurances : comment alléger la facture,Pauline Janicot,02 janvier 2020 à 23h56,"Automobile, habitation, santé… Pour économiser sur ses assurances, mieux vaut éviter les garanties superflues et les doublons. Et faire jouer la concurrence.",https://www.lemonde.fr/argent/article/2020/01/02/assurances-comment-alleger-la-facture_6024645_1657007.html
38,"Pommerat, Desplechin, Cartier-Bresson, Boltanski… nos 10 idées de sorties culturelles pour janvier",?,02 janvier 2020 à 23h52,"Spectacles, expositions, musique… Les critiques du service Culture du « Monde » vous livrent leur sélection du mois.",https://www.lemonde.fr/culture/article/2020/01/02/pommerat-desplechin-cartier-bresson-boltanski-nos-10-idees-de-sorties-culturelles-pour-janvier_6024644_3246.html
39,Algérie : la présidence annonce la composition d’un nouveau gouvernement sans grand changement,Le Monde avec AFP,02 janvier 2020 à 22h27,"Quatre des cinq principaux ministres figuraient déjà dans le précédent gouvernement nommé le 31 mars par l’ancien président, Abdelaziz Bouteflika.",https://www.lemonde.fr/afrique/article/2020/01/02/algerie-la-presidence-annonce-la-composition-du-nouveau-gouvernement_6024643_3212.html
40,Espagne : un parti indépendantiste catalan ouvre la voie à la reconduction de Pedro Sanchez,Le Monde avec AFP,02 janvier 2020 à 22h19,"Après des pourparlers laborieux et des mois de paralysie politique, l’ERC a ouvert la voie à la reconduction du socialiste à la tête du gouvernement espagnol.",https://www.lemonde.fr/international/article/2020/01/02/espagne-un-parti-independantiste-catalan-ouvre-la-voie-a-la-reconduction-de-pedro-sanchez_6024642_3210.html
41,Les Etats-Unis prévoient une interdiction partielle des e-cigarettes aromatisées,Le Monde avec AFP et Reuters,02 janvier 2020 à 21h29,"Les cartouches aux arômes autres que tabac et menthol seront interdites à la vente à partir de début février. Avec cette annonce, le gouvernement de Trump ne va pas jusqu’à l’interdiction totale promise en septembre.",https://www.lemonde.fr/international/article/2020/01/02/les-etats-unis-prevoient-une-interdiction-partielle-des-e-cigarettes-aromatisees_6024641_3210.html
42,"« Les habitants meurent à petit feu » : en Tunisie, le phosphate pollue l’air de Gabès",Lilia Blaise,02 janvier 2020 à 20h00,"Les fumées provenant du Groupe chimique tunisien, une entreprise publique qui produit des engrais et de l’acide phosphorique, sont chargées de gaz toxiques.",https://www.lemonde.fr/afrique/article/2020/01/02/les-habitants-meurent-a-petit-feu-en-tunisie-le-phosphate-pollue-l-air-de-gabes_6024638_3212.html
43,"Pourquoi les frères Gupta, en exil à Dubaï, échappent toujours à la justice sud-africaine",Noé Hochet-Bodin,02 janvier 2020 à 19h00,"La fratrie, symbole de la corruption généralisée sous Jacob Zuma, est protégée par les Emirats arabes unis, qui tardent à ratifier le traité d’extradition signé en 2018 avec Pretoria.",https://www.lemonde.fr/afrique/article/2020/01/02/pourquoi-les-freres-gupta-en-exil-a-dubai-echappent-toujours-a-la-justice-sud-africaine_6024637_3212.html
44,Embouteillages monstres et ciel orange : les images des incendies qui continuent de ravager l’Australie,?,02 janvier 2020 à 18h39,"FactuelL’Australie a ordonné jeudi 2 janvier l’évacuation d’habitants et de touristes sur le littoral du sud-est du pays, craignant la progression des incendies meurtriers.",https://www.lemonde.fr/climat/article/2020/01/02/embouteillages-monstres-et-ciel-orange-les-images-des-incendies-qui-continuent-de-ravager-l-australie_6024636_1652612.html
45,Grève contre la réforme des retraites : le trafic SNCF et RATP restera perturbé vendredi,Le Monde avec AFP,02 janvier 2020 à 18h34,"La SNCF prévoit deux TGV sur trois et un TER sur deux en circulation, tandis que le trafic RATP restera « très perturbé » en Ile-de-France, vendredi 3 janvier.",https://www.lemonde.fr/politique/article/2020/01/02/greve-contre-la-reforme-des-retraites-le-trafic-sncf-et-ratp-restera-perturbe-vendredi_6024635_823448.html
46,La réforme des retraites ouvre-t-elle la voie à BlackRock et aux fonds privés ?,Adrien Sénécat,02 janvier 2020 à 18h30,"La Légion d’honneur accordée à un dirigeant du groupe financier BlackRock relance les critiques sur le projet du gouvernement, accusé de pousser les futurs retraités à cotiser dans le privé.",https://www.lemonde.fr/les-decodeurs/article/2020/01/02/la-reforme-des-retraites-ouvre-t-elle-la-voie-a-blackrock-et-aux-fonds-prives_6024634_4355770.html
47,Des unités d’élite irakiennes déployées pour sécuriser l’ambassade américaine,Le Monde avec AFP,02 janvier 2020 à 18h27,"Deux jours après une attaque inédite, des unités d’élite irakiennes ont été déployées pour renforcer la sécurité de l’ambassade. Les Etats-Unis s’attendent à de nouvelles attaques.",https://www.lemonde.fr/international/article/2020/01/02/des-unites-d-elite-irakiennes-deployees-pour-securiser-l-ambassade-americaine_6024633_3210.html
48,"Comment les idées viennent aux scientifiques : « Mon rituel est de m’y mettre dès le matin, avant toute autre chose »",Sandrine Cabut,02 janvier 2020 à 18h00,"Guillaume Fond, 38 ans, est psychiatre et chercheur au CHU de Marseille.",https://www.lemonde.fr/sciences/article/2020/01/02/comment-les-idees-viennent-aux-scientifiques-mon-rituel-est-de-m-y-mettre-des-le-matin-avant-toute-autre-chose_6024632_1650684.html
49,"Thomas Sankara, le patriote",Pierre Lepidi,02 janvier 2020 à 18h00,"« Thomas Sankara, l’immortel » (2/5). Le capitaine burkinabé a promu le pouvoir populaire et la démocratie directe. Une révolution qui a entraîné certaines dérives, aujourd’hui oubliées.",https://www.lemonde.fr/afrique/article/2020/01/02/thomas-sankara-le-patriote_6024631_3212.html
50,"« Mictlan », de Sébastien Rutés : le salaire de la mort",Macha Séry,02 janvier 2020 à 18h00,"Thriller. Deux chauffeurs de camion en sursis, 143 cadavres à l’arrière. Plus ceux qui s’accumulent en chemin. « Mictlan », tuant.",https://www.lemonde.fr/critique-litteraire/article/2020/01/02/mictlan-de-sebastien-rutes-le-salaire-de-la-mort_6024630_5473203.html
51,Le peintre et romancier Alasdair Gray est mort,Florence Noiville,02 janvier 2020 à 17h41,"Ecrivain, dramaturge, artiste peintre, ce militant de la cause nationaliste écossaise était le chef de file de l’« école de Glasgow ». Auteur de « Lanark », un maître-livre qui lui a pris plus de dix années d’écriture, il est mort le 29 décembre 2019, à l’âge de 85 ans.",https://www.lemonde.fr/disparitions/article/2020/01/02/le-peintre-et-romancier-alasdair-gray-est-mort_6024629_3382.html
52,"En Algérie, de nombreux militants du Hirak libérés",Le Monde avec AFP,02 janvier 2020 à 17h38,"De nombreux militants du mouvement de contestation ont été remis en liberté provisoire, dont une de ses figures, Lakhdar Bouregaâ, vétéran de la guerre d’indépendance, devenu un symbole de la répression.",https://www.lemonde.fr/afrique/article/2020/01/02/en-algerie-de-nombreux-militants-du-hirak-liberes_6024627_3212.html
53,Le Parlement turc autorise une intervention militaire en Libye,Marie Jégo,02 janvier 2020 à 17h27,"A Ankara, les députés ont autorisé, jeudi, l’envoi de troupes en Libye aux côtés du gouvernement de Tripoli, ciblé par l’offensive du maréchal Haftar, qui a fait dissidence.",https://www.lemonde.fr/international/article/2020/01/02/le-parlement-turc-legalise-une-intervention-militaire-en-libye_6024625_3210.html
54,"Julian Castro, le seul candidat hispanique à la Maison Blanche, abandonne",Le Monde avec AFP,02 janvier 2020 à 17h09,"Ex-ministre du logement de Barack Obama et ancien maire de la ville de San Antonio, au Texas, ce farouche critique du président Donald Trump n’a jamais réussi à se démarquer.",https://www.lemonde.fr/international/article/2020/01/02/julian-castro-le-seul-candidat-hispanique-a-la-maison-blanche-abandonne_6024624_3210.html
55,Pourquoi les soldes ont déjà commencé dans quelques départements,Les Décodeurs,02 janvier 2020 à 16h52,"Les quatre départements lorrains ont lancé les démarques jeudi (et la Guyane dès mercredi), alors que le reste de la France attendra le 8 janvier.",https://www.lemonde.fr/les-decodeurs/article/2020/01/02/pourquoi-les-soldes-ont-deja-commence-dans-quelques-departements_6024622_4355770.html
56,"Le patron de BlackRock France dénonce une « polémique infondée », en plein conflit sur les retraites",Le Monde avec AFP,02 janvier 2020 à 16h50,"« BlackRock n’est pas un fonds de pension, il ne distribue aucun produit d’épargne retraite, et nous n’avons pas l’intention de le faire », se défend M. Cirelli face aux critiques sur sa promotion dans l’ordre de la Légion d’honneur.",https://www.lemonde.fr/politique/article/2020/01/02/le-patron-de-blackrock-france-denonce-une-polemique-infondee-en-plein-conflit-sur-les-retraites_6024621_823448.html
57,Le bilan s’alourdit en Indonésie après d’importantes inondations,Le Monde avec AFP,02 janvier 2020 à 16h29,"Cette catastrophe est la plus meurtrière depuis les inondations de 2013, qui avaient fait plusieurs dizaines de morts dans la capitale, Djakarta.",https://www.lemonde.fr/international/article/2020/01/02/inondations-en-indonesie-le-bilan-s-etablit-a-au-moins-23-morts_6024620_3210.html
58,?,?,?,?,https://surprenante-jerusalem.lemonde.fr/?utm_source=blocde1000
59,"Au Maroc, le procès du journaliste Omar Radi reporté au 5 mars",Le Monde avec AFP,02 janvier 2020 à 16h09,Le militant de 33 ans est accusé d’« outrage à magistrat » pour un message publié sur Twitter en avril.,https://www.lemonde.fr/afrique/article/2020/01/02/au-maroc-le-proces-du-journaliste-omar-radi-reporte-au-5-mars_6024616_3212.html
60,"« Les Raisons de la haine. Histoire d’une passion dans la France du premier XVIIe siècle », de Yann Rodier : apaiser la société",Florent Georgesco,02 janvier 2020 à 16h00,"Au début du XVIIe siècle, la France, hantée par le souvenir des guerres de religion, tente d’apprendre à se pacifier. Mais que faire de la haine ? L’historien Yann Rodier enquête.",https://www.lemonde.fr/livres/article/2020/01/02/les-raisons-de-la-haine-histoire-d-une-passion-dans-la-france-du-premier-xviie-siecle-de-yann-rodier-apaiser-la-societe_6024614_3260.html
61,Un juge belge suspend la procédure de remise à l’Espagne de Carles Puigdemont,Le Monde avec AFP,02 janvier 2020 à 15h24,La justice belge estime que le responsable indépendantiste catalan bénéficie d’une immunité en tant qu’eurodéputé.,https://www.lemonde.fr/international/article/2020/01/02/un-juge-belge-suspend-la-procedure-de-remise-a-l-espagne-de-carles-puigdemont_6024613_3210.html
62,Incendies en Australie : la situation pourrait durer « des mois »,Intérim,02 janvier 2020 à 13h03,"Le premier ministre australien, Scott Morrison, prie les habitants de faire preuve de « calme et patience » alors qu’aucun signe d’accalmie n’est en vue.",https://www.lemonde.fr/planete/article/2020/01/02/incendies-en-australie-la-situation-pourrait-durer-des-mois_6024610_3244.html
63,"Municipales : à Lyon, la conversion écolo de Gérard Collomb",Richard Schittly,02 janvier 2020 à 13h00,Le maire de la ville verdit sa campagne alors que les candidats écologistes gagnent en crédibilité dans les sondages et que l’environnement est une priorité pour les habitants.,https://www.lemonde.fr/politique/article/2020/01/02/municipales-a-lyon-la-conversion-ecolo-de-gerard-collomb_6024609_823448.html
64,"A Hongkong, l’année s’ouvre dans les gaz lacrymogènes",Frédéric Lemaître,02 janvier 2020 à 12h11,Le mouvement de protestation qui traverse l’ancienne colonie britannique et l’élection à venir à Taïwan sont deux défis majeurs pour Pékin.,https://www.lemonde.fr/international/article/2020/01/02/a-hongkong-l-annee-s-ouvre-dans-les-gaz-lacrymogenes_6024608_3210.html
65,L’exécutif en quête d’un « compromis » sur les retraites,Cédric Pietralunga et Bertrand Bissuel,02 janvier 2020 à 12h00,"Emmanuel Macron appelle à un accord « rapide », alors que les blocages persistent dans les transports.",https://www.lemonde.fr/politique/article/2020/01/02/l-executif-en-quete-d-un-compromis-sur-les-retraites_6024607_823448.html
66,"« Papa », de Régis Jauffret : le feuilleton littéraire de Camille Laurens",?,02 janvier 2020 à 12h00,Notre feuilletonniste ­salue le « roman familial » de Régis Jauffret.,https://www.lemonde.fr/critique-litteraire/article/2020/01/02/papa-de-regis-jauffret-le-feuilleton-litteraire-de-camille-laurens_6024606_5473203.html
67,Une exemption fiscale relance le débat sur l’huile de palme,Martine Valo,02 janvier 2020 à 11h39,"La réduction de taxe, supprimée au 1er janvier en France pour cet oléagineux contesté, réapparaît pour un produit issu de son raffinage.",https://www.lemonde.fr/planete/article/2020/01/02/une-exemption-fiscale-relance-le-debat-sur-l-huile-de-palme_6024604_3244.html
68,"En Corée du Nord, l’économie menacée par le retour des tensions",Philippe Mesmer,02 janvier 2020 à 11h37,Le développement promis par Kim Jong-un à son peuple est entravé par les ambitions nucléaires et balistiques du régime.,https://www.lemonde.fr/international/article/2020/01/02/en-coree-du-nord-l-economie-menacee-par-le-retour-des-tensions_6024602_3210.html
69,Macron et la CGT : l’affrontement de deux France,?,02 janvier 2020 à 11h35,"Lors de ses vœux télévisés du 31 décembre, le chef de l’Etat a affiché sa détermination à mener à son terme la réforme des retraites. Philippe Martinez lui a répondu en appelant à des grèves partout dans le pays.",https://www.lemonde.fr/idees/article/2020/01/02/macron-et-la-cgt-l-affrontement-de-deux-france_6024601_3232.html
70,"Dans son premier rapport de transparence, TikTok ne mentionne pas la Chine",?,02 janvier 2020 à 11h35,"Pékin n’aurait formulé aucune demande de retrait de contenus ou d’accès à des données de cette application populaire, contrairement à l’Inde ou aux Etats-Unis.",https://www.lemonde.fr/pixels/article/2020/01/02/dans-son-premier-rapport-de-transparence-tiktok-ne-mentionne-pas-la-chine_6024600_4408996.html
71,"Procès, extradition, diplomatie… les questions que pose la fuite de Carlos Ghosn au Liban","Philippe Mesmer, Laure Stephan et Simon Piel",02 janvier 2020 à 11h30,"L’ancien patron de l’Alliance Renault-Nissan-Mitsubishi a affirmé jeudi avoir organisé « seul » son départ du Japon, où il est poursuivi pour des malversations financières.",https://www.lemonde.fr/economie/article/2020/01/02/carlos-ghosn-les-questions-apres-sa-fuite-au-liban_6024599_3234.html
